id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,Teff,Tefff,Radius,Mass
118898,,,,NN 3791,,,13.573357,-26.371338,17.8571,-694.37,-355.32,0,14,12.741,m,,-14.660775,-6.404903,-7.931893,-0.00001156,0.00006055,-0.00002756,3.553496591,-0.460266684,-3.37E-06,-1.72E-06,,,,1,118898,,0.00069759,,,,10125.23719,0,0,0.125363613
119042,,,,NN 3918,,,15.836434,0.957751,17.8571,179.01,-18.82,0,12.45,11.191,m,,-9.581046,-15.066204,0.298484,0.00001306,-0.00000834,-0.00000163,4.145968703,0.016715916,8.68E-07,-9.12E-08,,,,1,119042,,0.002908038,,,,10125.23719,0,0,0.188501282
119092,,,,NN 3961,,,16.579592,-53.592898,17.8571,-177.92,-645.94,0,12,10.741,m,,-3.851272,-9.874025,-14.371756,0.000002,0.00004752,-0.00003319,4.340527065,-0.935372531,-8.63E-07,-3.13E-06,,,Nor,1,119092,,0.004401493,,,,10125.23719,0,0,0.21219877
119187,,,,GJ 2133,,,17.90186,-34.664358,17.8571,-327.66,-229.43,0,13.52,12.261,k,1.64,-0.377575,-14.682575,-10.156547,-0.00002807,0.00001202,-0.00001634,4.686695969,-0.605007182,-1.59E-06,-1.11E-06,,,,1,119187,,0.001085425,,,,3594.399505,3594.399505,0.085104388,0.142242219
119528,,215857,,NN 4296,,,22.792106,44.552805,17.8571,-60.92,-66.25,2.2,9.6,8.341,F8,,12.094137,-3.957354,12.528019,0.00000371,-0.00000676,-0.00000251,5.966959462,0.777593136,-2.95E-07,-3.21E-07,,,Lac,1,119528,,0.040142092,,,,10125.23719,0,0,0.399051155
119607,,,,NN 4378A,,,23.955733,-12.979755,17.8571,188.96,19.86,0,12.93,11.671,M4,,17.399674,-0.201634,-4.010825,0.00000058,0.00001635,0.00000168,6.27159626,-0.226539462,9.16E-07,9.63E-08,,,,1,119607,NN 4378,0.00186896,,,,10125.23719,0,0,0.166133473
119608,,,,NN 4379B,,,23.955456,-12.978089,17.8571,188.96,19.86,0,12.98,11.721,M4,,17.399776,-0.2029,-4.010319,0.00000058,0.00001635,0.00000168,6.27152362,-0.226510381,9.16E-07,9.63E-08,,,,2,119608,NN 4379,0.001784843,,,,10125.23719,0,0,0.16396187
7156,7170,,,NN 3098,,,1.540619,-21.905126,17.8635,-588.41,-888.25,0,11.16,9.9,,1.492,15.243902,6.504961,-6.66435,-0.00000639,-0.00005813,-0.00007137,0.403333169,-0.382316571,-2.85E-06,-4.31E-06,,,Cet,1,7156,,0.009549926,,11.215,11.055,3805.579203,3805.579203,0.225197315,0.264762909
75083,75312,137107,5727,Gl 584A,2Eta CrB,,15.38675,30.287812,17.8635,125.77,-176.48,-7.3,4.99,3.73,G2V,0.577,-9.748862,-11.953838,9.009316,0.00000764,-0.00000786,-0.00001696,4.028241698,0.528622045,6.10E-07,-8.56E-07,Eta,2,CrB,1,75083,Gl 584,2.805433638,,,,6059.083944,6059.083944,1.522617428,1.342764961
32353,32439,46588,2401,Gl 240.1,,,6.77067,79.564811,17.8731,-99.03,-603.61,15.7,5.44,4.179,F8V,0.525,-0.64867,3.171604,17.577624,-0.00000248,0.00005496,0.00000632,1.772557241,1.388667918,-4.80E-07,-2.93E-06,,,Cam,1,32353,,1.855239576,,,,6277.636181,6277.636181,1.153486324,1.193124364
22854,22907,31560,,GJ 2037,,,4.928304,-28.563914,17.8859,187.57,-227.55,12.1,8.13,6.867,K3/K4V,1.072,4.349849,15.09475,-8.551994,-0.00001523,0.00000588,-0.00002325,1.290227021,-0.49853435,9.09E-07,-1.10E-06,,,Cae,1,22854,,0.156027087,,,,4576.261817,4576.261817,0.629481554,0.588146767
107007,107350,206860,8314,Gl 836.7,,,21.742035,14.771939,17.8859,231.08,-113.45,-17,5.96,4.697,G0V,0.587,14.359866,-9.638323,4.560369,-0.00000071,0.00002461,-0.00001394,5.692051389,0.257818974,1.12E-06,-0.00000055,,,Peg,1,107007,,1.151330474,HN,5.976,5.946,6018.915262,6018.915262,0.988480888,1.041083862
119259,,177475,7227,Gl 743.1B,Gam CrA,,19.106847,-37.06474,17.8923,91.62,-264.58,-51.3,5,3.737,F8 V,,4.078969,-13.679989,-10.782412,-0.0000083,0.00005565,0.00001331,5.00216083,-0.646901752,4.44E-07,-1.28E-06,Gam,,CrA,2,93530,Gl 743.1,2.78740452,,,,10125.23719,0,0,1.340293773
106214,106557,,,NN 4205,,,21.580604,51.537103,17.9019,456.12,310.81,0,12.01,10.746,M:,1.8,8.975228,-6.590613,14.017387,0.00000641,0.00004441,0.00001678,5.649788924,0.899492135,2.21E-06,1.51E-06,,,,1,106214,,0.00438127,,12.109,11.909,3391.769011,3391.769011,0.192022539,0.21191975
31080,31156,,,,,,6.538285,17.779621,17.9051,37.17,30.84,0,6.91,5.645,G8,0.401,-2.394779,16.880898,5.467441,-0.00000308,-0.00000126,0.00000255,1.711719124,0.310312927,1.80E-07,1.50E-07,,,Gem,1,31080,,0.480839348,,,,6874.9213,6874.9213,0.489631413,0.81122786
51399,51547,,,Gl 397.1A,,,10.528683,57.115862,17.9115,-66.52,172.39,-2,9.63,8.364,M0,1.361,-9.012315,3.654007,15.041529,0.00001485,0.00000021,0.00000641,2.756402661,0.996859849,-3.22E-07,8.36E-07,,,UMa,1,51399,Gl 397.1,0.039300674,,,,4015.309691,4015.309691,0.41036153,0.396643188
54712,54872,97603,4357,Gl 419,68Del Leo,Zosma,11.235138,20.523717,17.9147,143.31,-130.43,-20.2,2.56,1.294,A4V,0.128,-16.442201,3.337108,6.280742,0.00001259,-0.00001526,-0.00001785,2.941352165,0.358206432,6.95E-07,-6.32E-07,Del,68,Leo,1,54712,,26.44843627,,,,8765.677098,8765.677098,2.233746053,2.549177051
54903,55066,,,GJ 1144,,,11.27282,-14.69337,17.9147,-172.48,-118.09,0,9.98,8.714,K7V,1.401,-17.015762,3.279096,-4.543992,0.00000539,0.00001422,-0.00000992,2.951217277,-0.256447684,-8.36E-07,-5.73E-07,,,Crt,1,54903,,0.028470822,,,,3948.756976,3948.756976,0.361146929,0.361742888
99899,100223,192961,,Gl 787,,,20.326953,-46.428118,17.9147,-379.36,-103.54,29.9,8.73,7.464,K5V,1.167,7.065626,-10.126874,-12.979577,-0.00001869,-0.0000308,-0.00002835,5.321583981,-0.810323528,-1.84E-06,-0.000000502,,,Tel,1,99899,,0.090032643,,,,4374.514009,4374.514009,0.523293224,0.502640111
65916,66125,,,,,,13.555404,-77.573501,17.9276,-350.49,-117.55,0,9.31,8.042,G,0.914,-3.542425,-1.527659,-17.507607,-0.0000029,0.00003192,-0.0000022,3.548796432,-1.353913005,-1.70E-06,-5.70E-07,,,Cha,1,65916,,0.052868867,,,,4959.183431,4959.183431,0.312021408,0.431717845
38313,38423,64379,3079,Gl 292A,,,7.871024,-34.705442,17.9437,-198.24,238.13,26.7,5.01,3.74,F3/F5V,0.47,-6.940256,13.016933,-10.216518,-0.00000089,0.00003833,0.00000148,2.060629339,-0.605724237,-9.61E-07,1.15E-06,,,Pup,1,38313,Gl 292,2.779713268,,,,6528.155384,6528.155384,1.305640969,1.339236086
101904,102235,,,Gl 800A,,,20.71587,-18.918356,17.9469,605.85,-858.8,5,10.8,9.53,M1:,1.45,11.079552,-12.863836,-5.818767,0.00002729,0.00004909,-0.00007234,5.42340219,-0.330187598,2.94E-06,-4.16E-06,,,Cap,1,101904,Gl 800,0.01342765,,10.853,10.733,3870.29564,3870.29564,0.258176352,0.291838686
29452,29525,42807,2208,Gl 230,,,6.220139,10.627144,17.9501,78.11,-297.1,6,6.43,5.16,G8V,0.663,-1.016205,17.612983,3.310314,-0.00000741,0.00001039,-0.00002428,1.628428697,0.185478648,3.79E-07,-1.44E-06,,,Ori,1,29452,,0.751622894,V1357,6.448,6.418,5731.335497,5731.335497,0.880831976,0.921661462
119120,,,,Gl 649.1B,,,16.964766,47.365919,17.9501,-154.53,268.74,0,11.19,9.92,,1.47,-3.255082,-11.713998,13.205787,-0.00000835,0.00002017,0.00001584,4.441365279,0.826691242,-7.49E-07,1.30E-06,,,Her,2,82765,Gl 649.1,0.00937562,,,,3839.195018,3839.195018,0.219242319,0.263373107
55681,55848,99492,,Gl 429B,,,11.446188,3.006328,17.9565,-730.15,191.17,1.7,7.58,6.309,K2V,1.002,-17.743656,2.59079,0.941752,0.00000833,0.00006302,0.00001671,2.996605067,0.052470325,-3.54E-06,9.27E-07,,,Leo,2,55679,Gl 429,0.260855501,,,,4737.941375,4737.941375,0.759320928,0.681172557
45252,45383,79555,,Gl 339A,,,9.248239,4.4429,17.9598,-107.8,4.04,16.2,7.91,6.638,K0,1.035,-13.456982,11.812435,1.391277,-0.0000062,0.00001793,0.00000163,2.421183397,0.077543231,-5.23E-07,1.96E-08,,,Hya,1,45252,Gl 339,0.192663746,,,,4660.245577,4660.245577,0.674508038,0.62467934
21429,21482,283750,,Gl 171.2A,,,4.613396,27.132194,17.9662,232.36,-147.11,35.2,8.1,6.828,K2,1.104,5.677691,14.947421,8.19354,-0.00000547,0.0000426,0.00000502,1.20778426,0.473546113,1.13E-06,-7.13E-07,,,Tau,1,21429,Gl 171.2,0.161733506,V833,8.168,8.058,4506.152751,4506.152751,0.660986998,0.594213969
104972,105312,202940,8148,Gl 825.4A,,,21.329351,-26.35288,17.9695,-582.35,-357.67,-17.2,6.56,5.287,G5V,0.737,12.32396,-10.363004,-7.976564,-0.0000553,-0.00001978,-0.00002011,5.584011079,-0.459944528,-2.82E-06,-0.000001734,,,Cap,1,104972,Gl 825.4,0.668651772,,,,5478.170622,5478.170622,0.909355349,0.891368213
1730,1734,,,GJ 1009,,,0.365566,-31.406073,17.9791,61.82,-200.07,0,11.16,9.886,M2V:,1.485,15.274859,1.466366,-9.36891,-0.00000956,0.0000045,-0.00001488,0.095704946,-0.548139372,3.00E-07,-0.00000097,,,Scl,1,1730,,0.009673865,,,,3816.208559,3816.208559,0.225393062,0.265740134
8884,8903,11636,553,Gl 80,6Bet Ari,Sheratan,1.910668,20.808035,17.9856,96.32,-108.8,-4,2.64,1.365,A5V...,0.165,14.752622,8.063457,6.389157,-0.00000443,0.00000715,-0.00001032,0.500211742,0.363168722,0.000000467,-5.27E-07,Bet,6,Ari,1,8884,,24.77422058,,,,8444.162842,8444.162842,2.329654595,2.501990834
65515,65721,117176,5072,Gl 512.1,70    Vir,,13.473837,13.778787,17.9856,-234.81,-576.19,5.3,4.97,3.695,G5V,0.714,-16.183798,-6.57404,4.283711,-0.00002367,0.00001248,-0.0000475,3.52744229,0.240485204,-1.14E-06,-2.79E-06,,70,Vir,1,65515,,2.897343588,,,,5554.263969,5554.263969,1.841415113,1.355189412
119295,,,,GJ 1241,,,19.620281,27.719451,17.9856,398.48,34.86,0,12.98,11.705,DAV5,0.17,6.553172,-14.51034,8.365868,0.00003108,0.00001559,0.00000269,5.136577429,0.483795681,1.93E-06,0.000000169,,,,1,119295,,0.00181134,,,,8402.695283,8402.695283,0.020117198,0.164653673
32276,32362,48737,2484,Gl 242,31Xi  Gem,,6.754824,12.895591,17.9986,-115.16,-190.91,30,3.35,2.074,F5IV,0.443,-3.444569,17.203451,4.0169,0.00000325,0.00003494,-0.00000939,1.768408783,0.225070523,-5.58E-07,-9.26E-07,Xi,31,Gem,1,32276,,12.8943662,,,,6659.242999,6659.242999,2.70243346,2.076142424
25220,25283,35650,,,,,5.408379,-38.969655,18.0018,44,-58.37,0,9.08,7.803,K2,1.248,2.159125,13.828481,-11.321489,-0.00000429,-0.00000257,-0.00000396,1.415910197,-0.680148781,2.13E-07,-0.000000283,,,Col,1,25220,,0.06588704,,9.125,9.015,4216.652323,4216.652323,0.481802608,0.45974211
64904,65109,115892,5028,Gl 508.1,Iot Cen,,13.343296,-36.712295,18.0213,-340.76,-87.98,0.1,2.75,1.471,A2V,0.068,-13.562569,-4.976416,-10.773082,-0.00000602,0.0000295,-0.00000622,3.493266805,-0.640750421,-1.65E-06,-4.27E-07,Iot,,Cen,1,64904,,22.46984104,,,,9349.174503,9349.174503,1.809915099,2.43316426
91772,92059,,,,,,18.763366,-34.334304,18.0213,-24.19,19.27,0,13.16,11.881,Fp,,2.954247,-14.585095,-10.164384,-0.00000188,-0.00000135,0.00000139,4.912237797,-0.599246653,-1.17E-07,9.34E-08,,,,1,91772,,0.001540281,,13.767,12.297,10125.23719,0,0,0.157201661
118508,,,,Gl 292B,,,7.871159,-34.704015,18.0245,-200.09,236.78,0,8.6,7.321,K3,,-6.971882,13.075415,-10.262017,0.00000988,0.00001862,0.00001701,2.060664555,-0.605699321,-9.70E-07,1.15E-06,,,Pup,2,38313,Gl 292,0.10270699,,,,10125.23719,0,0,0.521915266
68714,68933,123139,5288,Gl 539,5The Cen,Menkent,14.111395,-36.369954,18.0343,-519.29,-517.87,1.3,2.06,0.78,K0IIIb,1.011,-12.358808,-7.624204,-10.694288,-0.0000019,0.00005217,-0.00003724,3.694354548,-0.634775453,-2.52E-06,-2.51E-06,The,5,Cen,1,68714,,42.46195639,,,,4716.481821,4716.481821,9.776162354,2.918386832
69742,69965,125276,5356,Gl 542.1A,,,14.316922,-25.815426,18.0343,-356.39,366.76,-21,5.87,4.59,F7Vw,0.518,-13.33829,-9.254387,-7.853378,-0.00001335,0.00002866,0.00003822,3.748161332,-0.450564178,-1.73E-06,1.78E-06,,,Hya,1,69742,Gl 542.1,1.270574105,,,,6308.363585,6308.363585,0.94530358,1.070814604
118472,,,,Gl 271B,,,7.335325,21.984593,18.0343,-17.16,-10.27,2.2,8.2,6.92,K3 V,,-5.727801,15.711527,6.751313,0.00000058,0.00000279,0.00000001,1.920383562,0.383703541,-8.32E-08,-4.98E-08,,,Gem,2,35453,Gl 271,0.148593564,,,,10125.23719,0,0,0.580000771
36263,36366,58946,2852,Gl 274A,62Rho Gem,,7.485195,31.78455,18.0473,159.33,193.82,3.1,4.16,2.878,F0V...,0.32,-5.815731,14.195743,9.506008,-0.00001053,-0.00001106,0.00001608,1.959619512,0.554745055,7.72E-07,9.40E-07,Rho,62,Gem,1,36263,Gl 274,6.148936385,,,,7337.079255,7337.079255,1.537298893,1.680240423
118111,,,,Gl 84.2A,,,2.115794,45.186072,18.0832,271.01,-432.03,62,10.28,8.994,dM0,1.49,10.841124,6.705677,12.830461,0.00004836,0.00005784,0.0000183,0.553913481,0.788645729,1.31E-06,-2.09E-06,,,And,1,118111,Gl  84.2,0.021998851,,,,3808.609875,3808.609875,0.34124929,0.336046982
118112,,,,Gl 84.2B,,,2.115794,45.186072,18.0832,271.01,-432.03,0,14.2,12.914,,,10.839224,6.704502,12.828212,0.00001036,0.00003434,-0.00002669,0.553913481,0.788645729,1.31E-06,-2.09E-06,,,,2,118111,Gl  84.2,0.00059484,,,,10125.23719,0,0,0.119784341
118856,,,,Gl 490B,,,12.960968,35.22144,18.093,-233.69,-113.98,-2.8,13.2,11.912,dM4  e,1.64,-14.315337,-3.679229,10.434839,-0.00000842,0.000019,-0.00000982,3.393173591,0.614730091,-0.000001133,-5.53E-07,,,,2,63051,Gl 490,0.001496925,,,,3594.399505,3594.399505,0.099942927,0.155924478
42380,42499,73667,,Gl 315,,,8.664109,11.522672,18.1389,-109.35,-499.89,-13.4,7.61,6.317,K1V,0.832,-11.415277,13.622713,3.623324,0.00001035,0.00000261,-0.00004581,2.268258476,0.201108573,-5.30E-07,-2.42E-06,,,Cnc,1,42380,,0.258940511,,,,5186.037551,5186.037551,0.631441936,0.679740047
118432,,,,NN 3398,,,6.601881,11.615685,18.1488,-159.38,-885.78,0,14.22,12.926,k-m,1.65,-2.789584,17.55688,3.654191,0.00001138,0.00001771,-0.00007633,1.728368301,0.202731956,-7.73E-07,-4.29E-06,,,,1,118432,,0.000588302,,,,3581.00279,3581.00279,0.063124155,0.119406691
116859,117226,,,,,,23.768764,60.465371,18.162,13.72,-2.24,0,9.75,8.454,,2.108,8.936549,-0.541651,15.801992,0.00000024,0.0000012,-0.0000001,6.222647933,1.055319804,6.65E-08,-1.09E-08,,,Cas,1,116859,,0.036174289,,9.935,9.485,3061.282829,3061.282829,0.677326123,0.387359567
72341,72567,130948,5534,Gl 564,,,14.837723,23.911844,18.1719,144.73,32.42,-2.7,5.86,4.563,G2V,0.576,-12.234877,-11.237106,7.365617,0.00001134,-0.0000069,0.00000149,3.884506825,0.41734041,7.02E-07,1.57E-07,,,Boo,1,72341,,1.302566786,HP,5.876,5.846,6063.132553,6063.132553,1.036121318,1.078449963
89239,89517,,,Gl 708.2,,,18.267292,13.91339,18.1785,100.63,-500.97,11,10.18,8.882,M0,1.404,1.233753,-17.60206,4.371133,0.00001035,-0.00002086,-0.00004015,4.782365761,0.24283447,4.88E-07,-2.43E-06,,,Oph,1,89239,,0.024389337,,10.239,10.109,3943.858066,3943.858066,0.335090549,0.346098724
118013,,,,NN 3051,,,0.73866,12.617688,18.1818,263.55,-198.6,0,12.79,11.492,m,1.49,17.411971,3.409776,3.971715,-0.00000071,0.00002353,-0.00001708,0.193380639,0.220220201,1.28E-06,-9.63E-07,,,,1,118013,,0.002203941,,,,3808.609875,3808.609875,0.108011933,0.17414631
118216,,,,GJ 2030B,,,3.388183,-7.793106,18.1818,-1.1,-210,0,12.3,11.002,,,11.379753,13.964273,-2.465386,-0.00000151,-0.00000201,-0.00001834,0.88702433,-0.13601536,-5.33E-09,-1.02E-06,,,,2,15737,GJ 2030,0.003460987,,,,10125.23719,0,0,0.198113594
118223,,,,NN 3227,,,3.48033,26.488783,18.1818,208.45,-97.2,0,13.4,12.102,m,,9.972713,12.859197,8.109493,-0.00001218,0.00001428,-0.00000767,0.911148309,0.462316484,1.01E-06,-4.71E-07,,,,1,118223,,0.001256609,,,,10125.23719,0,0,0.148320113
118310,,,,NN 3293,,,4.476521,-25.170071,18.1818,-66.07,-515.78,0,12,10.702,M2.5,,6.390574,15.163825,-7.73284,-0.00000214,-0.00002007,-0.00004115,1.171950392,-0.439300612,-3.20E-07,-2.50E-06,,,Eri,1,118310,,0.00456247,,,,10125.23719,0,0,0.21438777
118326,,,,NN 3307,,,4.678335,2.229181,18.1818,6.11,-349.95,0,11.24,9.942,M0,1.47,6.161655,17.091276,0.707213,-0.0000001,0.00000131,-0.00003082,1.224785202,0.038906557,2.96E-08,-1.70E-06,,,Tau,1,118326,,0.009187556,,,,3839.195018,3839.195018,0.217032308,0.261852752
118419,,,,NN 3388,,,6.234142,51.671668,18.1818,-361.91,-76.93,0,12.86,11.562,m,,-0.690148,11.254613,14.263073,0.00003151,0.00000727,-0.00000421,1.632094626,0.901840729,-1.75E-06,-0.000000373,,,,1,118419,,0.002066332,,,,10125.23719,0,0,0.170967797
118479,,,,NN 3444,,,7.533617,57.916503,18.1818,22.48,-919.73,16,17.4,16.102,M6  :,,-3.774298,8.889735,15.405677,-0.00003206,0.00007045,-0.00002918,1.972296323,1.010833676,0.000000109,-0.000004459,,,,1,118479,,3.16E-05,,,,10125.23719,0,0,0.051784085
118481,,,,GJ 1098,,,7.558673,64.159795,18.1818,68.91,-240.31,0,16.38,15.082,DC9,0.91,-3.144937,7.274019,16.36386,-0.00001314,0.00001509,-0.00000923,1.978856084,1.119799676,3.34E-07,-1.17E-06,,,,1,118481,,8.08E-05,,,,4969.761181,4969.761181,0.012146171,0.067715636
118528,,,,NN 3485,,,8.181683,3.977536,18.1818,96.47,-336.44,0,13.51,12.212,m,,-9.805609,15.259008,1.261187,-0.00000827,-0.00000286,-0.00002958,2.141959662,0.069421104,4.68E-07,-1.63E-06,,,,1,118528,,0.001135534,,,,10125.23719,0,0,0.144088265
118591,,,,GJ 1120B,,,9.021511,15.264382,18.1818,-109.2,-363.97,-12.7,9.49,8.192,K5,,-12.472109,12.332441,4.786614,0.00000967,0.00000397,-0.00003437,2.361826121,0.266413725,-5.29E-07,-1.76E-06,,,Cnc,2,44167,GJ 1120,0.046046858,,,,10125.23719,0,0,0.415008645
118672,,,,NN 3590,,,10.252022,31.418638,18.1818,-12.04,-229.68,0,13.6,12.302,m,,-13.919512,6.855192,9.477941,-0.000009,0.00000561,-0.00001728,2.683973189,0.548358684,-5.84E-08,-1.11E-06,,,,1,118672,,0.001045201,,,,10125.23719,0,0,0.140715781
118687,,,,NN 3605,,,10.475611,-0.004197,18.1818,-469.8,198.45,0,13.83,12.532,DA,,-16.753025,7.064986,-0.001332,0.00001608,0.00003816,0.00001749,2.742508532,-7.33E-05,-2.28E-06,9.62E-07,,,,1,118687,,0.000845668,,,,10125.23719,0,0,0.132451571
119231,,,,NN 4068,,,18.598678,80.092144,18.1818,131.92,188.4,0,13.22,11.922,M4  e,1.72,0.4888,-3.090015,17.910632,0.00000893,0.00001797,0.00000286,4.869122421,1.397871618,6.40E-07,9.13E-07,,,,1,119231,,0.001483201,,,,3490.044185,3490.044185,0.10552197,0.155514694
119265,,,,NN 4099,,,19.155698,39.197253,18.1818,-42.85,-628.54,0,11.33,10.032,M0,1.53,4.198431,-13.450412,11.490754,0.00000683,-0.00003455,-0.00004293,5.014950096,0.684121114,-2.08E-07,-3.05E-06,,,Lyr,1,119265,,0.008456682,,,,3748.934037,3748.934037,0.218368071,0.255723964
119328,,,,NN 4135,,,20.095507,52.969738,18.1818,180.61,187.03,0,13.16,11.862,m,,5.710511,-9.342754,14.51485,0.00000672,0.00001953,0.00000993,5.260991326,0.924496335,8.76E-07,9.07E-07,,,,1,119328,,0.001567473,,,,10125.23719,0,0,0.157989633
119374,,,,NN 4165,,,20.818409,37.469227,18.1818,163.49,147.21,71,12.93,11.632,DA4,0.14,9.709533,-10.679347,11.062838,0.00004412,-0.00002711,0.00005447,5.450246824,0.653961378,7.93E-07,7.14E-07,,,,1,119374,,0.001937314,,,,8658.472979,8658.472979,0.019593956,0.167847273
119610,,,,NN 4380,,,23.962387,19.770238,18.1818,132.31,-461.4,0,13.01,11.712,m,,17.109274,-0.168446,6.149978,0.00001387,0.00001153,-0.00003827,6.273338289,0.345055754,6.41E-07,-0.000002237,,,,1,119610,,0.0017997,,,,10125.23719,0,0,0.164350664
64378,64583,114837,4989,Gl 503A,,,13.237578,-59.103235,18.1984,-249.62,-154.6,-64.8,4.9,3.6,F7IV,0.489,-8.858292,-2.974795,-15.615439,0.00003634,0.00003544,0.00004986,3.465589933,-1.031546051,-1.21E-06,-7.50E-07,,,Cen,1,64378,Gl 503,3.16227766,,,,6439.201919,6439.201919,1.431332879,1.389495494
49558,49699,87883,,,,,10.145319,34.24226,18.205,-64.48,-60.28,0,7.56,6.259,K0,0.965,-13.309976,7.023568,10.24383,0.00000001,0.00000643,-0.0000044,2.656038222,0.597640176,-3.13E-07,-2.92E-07,,,LMi,1,49558,,0.273149242,,,,4828.374176,4828.374176,0.748174493,0.690194396
119070,,,,GJ 1199,,,16.190392,13.36966,18.2149,-10.37,-539.9,131,15.09,13.788,DA6,0.23,-8.087946,-15.775259,4.213432,-0.00006531,-0.00012538,-0.00001538,4.238634619,0.233344589,-5.03E-08,-2.62E-06,,,,1,119070,,0.00026595,,,,7937.866695,7937.866695,0.00863768,0.095173115
47556,47690,84035,,Gl 365,,,9.723792,42.691559,18.2183,34.38,-826.37,-12.1,8.13,6.827,K5V,1.133,-11.082604,7.515648,12.35287,-0.00003513,0.00002016,-0.00006203,2.545682831,0.745108271,1.67E-07,-4.01E-06,,,UMa,1,47556,,0.161882536,,,,4444.537676,4444.537676,0.679753654,0.594370358
1931,1936,2025,,Gl 18,,,0.407191,-27.026772,18.2249,667.39,83.92,3.7,7.92,6.617,K2V,0.94,16.142502,1.727432,-8.281533,0.00000043,0.00005935,0.00000489,0.106602279,-0.471706158,3.24E-06,4.07E-07,,,Scl,1,1931,,0.196426465,,,,4891.57251,4891.57251,0.618169743,0.628141002
82032,82283,,,NN 3973,,,16.812767,-15.738939,18.2282,-8.64,-223.04,0,10.89,9.586,,1.468,-5.365836,-16.704106,-4.944484,0.00000091,0.00000532,-0.00001897,4.401571995,-0.274696313,-4.19E-08,-1.08E-06,,,Oph,1,82032,,0.012752637,,10.952,10.832,3842.281663,3842.281663,0.255285612,0.287569523
19871,19921,27442,1355,Gl 167.3,Eps Ret,,4.274738,-59.302156,18.2382,-47.99,-167.81,29.3,4.44,3.135,K2IV,1.078,4.063966,8.377204,-15.682734,0.00000493,0.00000043,-0.00003334,1.119123696,-1.035017879,-2.33E-07,-8.14E-07,Eps,,Ret,1,19871,,4.852885002,,,,4562.942003,4562.942003,3.531139196,1.570362804
118215,,,,NN 3221,,,3.389531,11.688179,18.2482,-236.15,-130.9,0,12.19,10.884,m,1.56,11.283878,13.856568,3.696816,0.00001768,-0.00001137,-0.00001134,0.887377096,0.203997208,-1.14E-06,-6.35E-07,,,,1,118215,,0.003858336,,,,3705.436013,3705.436013,0.150982329,0.204361938
119104,,,,Gl 634,,,16.691261,-43.987445,18.2482,-387.19,-471.37,-42,11.57,10.264,M3,1.55,-4.410932,-12.364672,-12.671897,-0.00001215,0.00006789,-0.00000018,4.369761859,-0.767725742,-1.88E-06,-2.29E-06,,,Sco,1,119104,,0.006829674,,,,3719.818456,3719.818456,0.199324752,0.240578679
82582,82834,152606,,,,,16.927222,-32.067699,18.2548,95.52,-328.76,0,9.58,8.273,K4/K5V,1.378,-4.287748,-14.863408,-9.691855,0.0000124,0.0000125,-0.00002465,4.431536476,-0.559686929,4.63E-07,-1.59E-06,,,Sco,1,82582,,0.042736603,,,,3986.741,3986.741,0.434078913,0.406256198
40728,40843,69897,3262,Gl 303,18Chi Cnc,,8.334406,27.217707,18.2715,-18.38,-376.26,33,5.13,3.821,F6V,0.487,-9.32358,13.3075,8.357022,-0.00002463,0.000038,-0.0000142,2.181942383,0.475038599,-8.91E-08,-1.82E-06,Chi,18,Cnc,1,40728,,2.579882936,,,,6448.441919,6448.441919,1.289125354,1.310991875
71731,71957,129502,5487,Wo 9491,107Mu  Vir,,14.717673,-5.658207,18.2715,104.23,-319.9,4.7,3.87,2.561,F2III,0.385,-13.771311,-11.872446,-1.801463,0.00000452,-0.00000829,-0.00002867,3.853077795,-0.098754335,5.05E-07,-1.55E-06,Mu,107,Vir,1,71731,,8.233794052,,,,6961.137609,6961.137609,1.976260985,1.826417249
80198,80440,,,Gl 622,,,16.420286,-21.93737,18.2715,-574.06,-341.08,0,10.4,9.091,K5,1.444,-6.811284,-15.519616,-6.826102,-0.00004203,0.00003077,-0.00002802,4.298820865,-0.382879342,-2.78E-06,-1.65E-06,,,Oph,1,80198,,0.020118704,,,,3879.728362,3879.728362,0.314486565,0.327577667
109076,109422,210302,8447,Gl 849.1,15Tau PsA,,22.169093,-32.548407,18.2782,428.62,13.83,-14.6,4.94,3.63,F6V,0.489,13.670951,-7.105556,-9.83382,0.00000693,0.0000392,0.00000907,5.803854878,-0.568076864,0.000002078,0.000000067,Tau,15,PsA,1,109076,,3.076096815,,,,6439.201919,6439.201919,1.411694256,1.378569201
54650,54810,97503,,Gl 418,,,11.220343,4.482345,18.2815,-317.71,-32.58,20.8,8.7,7.39,K5V,1.179,-17.847422,3.694354,1.428748,-0.00001528,0.00003192,-0.00000122,2.937478848,0.078231681,-1.54E-06,-0.000000158,,,Leo,1,54650,,0.096382902,,,,4350.349039,4350.349039,0.547465213,0.512524092
60983,61174,109085,4775,Gl 471.2,8Eta Crv,,12.53451,-16.196007,18.2815,-424.37,-58.41,-0.8,4.3,2.99,F2V,0.388,-17.384353,-2.448661,-5.09915,-0.00000304,0.00003755,-0.00000474,3.281527126,-0.282673656,-2.06E-06,-2.83E-07,Eta,8,Crv,1,60983,,5.54625713,,,,6944.793353,6944.793353,1.629619002,1.631441211
